cve_id,vendor,product,vuln_name,dateAdded,dueDate,notes
CVE-2020-3259,Cisco,Adaptive Security Appliance (ASA) and Firepower Threat Defense (FTD),Cisco ASA and FTD Information Disclosure Vulnerability,2024-02-15,2024-03-07,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-asaftd-info-disclose-9eJtycMB; https://nvd.nist.gov/vuln/detail/CVE-2020-3259
CVE-2024-21410,Microsoft,Exchange Server,Microsoft Exchange Server Privilege Escalation Vulnerability,2024-02-15,2024-03-07,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21410; https://nvd.nist.gov/vuln/detail/CVE-2024-21410
CVE-2024-21412,Microsoft,Windows,Microsoft Windows Internet Shortcut Files Security Feature Bypass Vulnerability,2024-02-13,2024-03-05,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-21412; https://nvd.nist.gov/vuln/detail/CVE-2024-21412
CVE-2024-21351,Microsoft,Windows,Microsoft Windows SmartScreen Security Feature Bypass Vulnerability,2024-02-13,2024-03-05,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-21351; https://nvd.nist.gov/vuln/detail/CVE-2024-21351
CVE-2023-43770,Roundcube,Webmail,Roundcube Webmail Persistent Cross-Site Scripting (XSS) Vulnerability,2024-02-12,2024-03-04,https://roundcube.net/news/2023/09/15/security-update-1.6.3-released ;  https://nvd.nist.gov/vuln/detail/CVE-2023-43770
CVE-2024-21762,Fortinet,FortiOS,Fortinet FortiOS Out-of-Bound Write Vulnerability,2024-02-09,2024-02-16,https://fortiguard.fortinet.com/psirt/FG-IR-24-015 ;   https://nvd.nist.gov/vuln/detail/CVE-2024-21762
CVE-2023-4762,Google,Chromium V8,Google Chromium V8 Type Confusion Vulnerability,2024-02-06,2024-02-27,https://chromereleases.googleblog.com/2023/09/stable-channel-update-for-desktop.html; https://nvd.nist.gov/vuln/detail/CVE-2023-4762
CVE-2022-48618,Apple,Multiple Products,Apple Multiple Products Memory Corruption Vulnerability,2024-01-31,2024-02-21,"https://support.apple.com/en-us/HT213530, https://support.apple.com/en-us/HT213532, https://support.apple.com/en-us/HT213535, https://support.apple.com/en-us/HT213536;  https://nvd.nist.gov/vuln/detail/CVE-2022-48618"
CVE-2024-21893,Ivanti,"Connect Secure, Policy Secure, and Neurons","Ivanti Connect Secure, Policy Secure, and Neurons Server-Side Request Forgery (SSRF) Vulnerability",2024-01-31,2024-02-02,https://forums.ivanti.com/s/article/KB-CVE-2023-46805-Authentication-Bypass-CVE-2024-21887-Command-Injection-for-Ivanti-Connect-Secure-and-Ivanti-Policy-Secure-Gateways?language=en_US;  https://nvd.nist.gov/vuln/detail/CVE-2024-21893
CVE-2023-22527,Atlassian,Confluence Data Center and Server,Atlassian Confluence Data Center and Server Template Injection Vulnerability,2024-01-24,2024-02-14,https://confluence.atlassian.com/security/cve-2023-22527-rce-remote-code-execution-vulnerability-in-confluence-data-center-and-confluence-server-1333990257.html;  https://nvd.nist.gov/vuln/detail/CVE-2023-22527
CVE-2024-23222,Apple,Multiple Products,Apple Multiple Products WebKit Type Confusion Vulnerability,2024-01-23,2024-02-13,"https://support.apple.com/en-us/HT214055,  https://support.apple.com/en-us/HT214056, https://support.apple.com/en-us/HT214057, https://support.apple.com/en-us/HT214058, https://support.apple.com/en-us/HT214059, https://support.apple.com/en-us/HT214061, https://support.apple.com/en-us/HT214063 ;  https://nvd.nist.gov/vuln/detail/CVE-2024-23222"
CVE-2023-34048,VMware,vCenter Server,VMware vCenter Server Out-of-Bounds Write Vulnerability,2024-01-22,2024-02-12,https://www.vmware.com/security/advisories/VMSA-2023-0023.html;  https://nvd.nist.gov/vuln/detail/CVE-2023-34048
CVE-2023-35082,Ivanti,Endpoint Manager Mobile (EPMM) and MobileIron Core,Ivanti Endpoint Manager Mobile (EPMM) and MobileIron Core Authentication Bypass Vulnerability,2024-01-18,2024-02-08,https://forums.ivanti.com/s/article/CVE-2023-35082-Remote-Unauthenticated-API-Access-Vulnerability-in-MobileIron-Core-11-2-and-older;  https://nvd.nist.gov/vuln/detail/CVE-2023-35082
CVE-2024-0519,Google,Chromium V8,Google Chromium V8 Out-of-Bounds Memory Access Vulnerability,2024-01-17,2024-02-07,https://chromereleases.googleblog.com/2024/01/stable-channel-update-for-desktop_16.html; https://nvd.nist.gov/vuln/detail/CVE-2024-0519
CVE-2023-6549,Citrix,NetScaler ADC and NetScaler Gateway,Citrix NetScaler ADC and NetScaler Gateway Buffer Overflow Vulnerability,2024-01-17,2024-02-07,https://support.citrix.com/article/CTX584986/netscaler-adc-and-netscaler-gateway-security-bulletin-for-cve20236548-and-cve20236549;   https://nvd.nist.gov/vuln/detail/CVE-2023-6549
CVE-2023-6548,Citrix,NetScaler ADC and NetScaler Gateway,Citrix NetScaler ADC and NetScaler Gateway Code Injection Vulnerability,2024-01-17,2024-01-24,https://support.citrix.com/article/CTX584986/netscaler-adc-and-netscaler-gateway-security-bulletin-for-cve20236548-and-cve20236549;   https://nvd.nist.gov/vuln/detail/CVE-2023-6548
CVE-2018-15133,Laravel,Laravel Framework,Laravel Deserialization of Untrusted Data Vulnerability,2024-01-16,2024-02-06,https://laravel.com/docs/5.6/upgrade#upgrade-5.6.30; https://nvd.nist.gov/vuln/detail/CVE-2018-15133
CVE-2023-29357,Microsoft,SharePoint Server,Microsoft SharePoint Server Privilege Escalation Vulnerability,2024-01-10,2024-01-31,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-29357; https://nvd.nist.gov/vuln/detail/CVE-2023-29357
CVE-2023-46805,Ivanti,Connect Secure and Policy Secure,Ivanti Connect Secure and Policy Secure Authentication Bypass Vulnerability,2024-01-10,2024-01-22,"Please apply mitigations per vendor instructions. For more information, please see: https://forums.ivanti.com/s/article/KB-CVE-2023-46805-Authentication-Bypass-CVE-2024-21887-Command-Injection-for-Ivanti-Connect-Secure-and-Ivanti-Policy-Secure-Gateways?language=en_US ;  https://nvd.nist.gov/vuln/detail/CVE-2023-46805"
CVE-2024-21887,Ivanti,Connect Secure and Policy Secure,Ivanti Connect Secure and Policy Secure Command Injection Vulnerability,2024-01-10,2024-01-22,"Please apply mitigations per vendor instructions. For more information, please see: https://forums.ivanti.com/s/article/KB-CVE-2023-46805-Authentication-Bypass-CVE-2024-21887-Command-Injection-for-Ivanti-Connect-Secure-and-Ivanti-Policy-Secure-Gateways?language=en_US ; https://nvd.nist.gov/vuln/detail/CVE-2024-21887"
CVE-2023-23752,Joomla!,Joomla!,Joomla! Improper Access Control Vulnerability,2024-01-08,2024-01-29,https://developer.joomla.org/security-centre/894-20230201-core-improper-access-check-in-webservice-endpoints.html;  https://nvd.nist.gov/vuln/detail/CVE-2023-23752
CVE-2016-20017,D-Link,DSL-2750B Devices,D-Link DSL-2750B Devices Command Injection Vulnerability,2024-01-08,2024-01-29,https://supportannouncement.us.dlink.com/announcement/publication.aspx?name=SAP10088; https://nvd.nist.gov/vuln/detail/CVE-2016-20017
CVE-2023-41990,Apple,Multiple Products,Apple Multiple Products Code Execution Vulnerability,2024-01-08,2024-01-29,"https://support.apple.com/en-us/HT213599, https://support.apple.com/en-us/HT213601, https://support.apple.com/en-us/HT213605, https://support.apple.com/en-us/HT213606, https://support.apple.com/en-us/HT213842, https://support.apple.com/en-us/HT213844, https://support.apple.com/en-us/HT213845 ;  https://nvd.nist.gov/vuln/detail/CVE-2023-41990"
CVE-2023-27524,Apache,Superset,Apache Superset Insecure Default Initialization of Resource Vulnerability,2024-01-08,2024-01-29,https://lists.apache.org/thread/n0ftx60sllf527j7g11kmt24wvof8xyk;  https://nvd.nist.gov/vuln/detail/CVE-2023-27524
CVE-2023-29300,Adobe,ColdFusion,Adobe ColdFusion Deserialization of Untrusted Data Vulnerability,2024-01-08,2024-01-29,https://helpx.adobe.com/security/products/coldfusion/apsb23-40.html; https://nvd.nist.gov/vuln/detail/CVE-2023-29300
CVE-2023-38203,Adobe,ColdFusion,Adobe ColdFusion Deserialization of Untrusted Data Vulnerability,2024-01-08,2024-01-29,https://helpx.adobe.com/security/products/coldfusion/apsb23-41.html ;  https://nvd.nist.gov/vuln/detail/CVE-2023-38203
CVE-2023-7101,Spreadsheet::ParseExcel,Spreadsheet::ParseExcel,Spreadsheet::ParseExcel Remote Code Execution Vulnerability,2024-01-02,2024-01-23,"This vulnerability affects a common open-source component, third-party library, or a protocol used by different products. Please check with specific vendors for information on patching status. For more information, please see: https://metacpan.org/dist/Spreadsheet-ParseExcel and Barracuda's specific implementation and fix for their downstream issue CVE-2023-7102 at https://www.barracuda.com/company/legal/esg-vulnerability;  https://nvd.nist.gov/vuln/detail/CVE-2023-7101"
CVE-2023-7024,Google,Chromium WebRTC,Google Chromium WebRTC Heap Buffer Overflow Vulnerability,2024-01-02,2024-01-23,"This vulnerability affects a common open-source component, third-party library, or a protocol used by different products. Please check with specific vendors for information on patching status. For more information, please see: https://chromereleases.googleblog.com/2023/12/stable-channel-update-for-desktop_20.html;  https://nvd.nist.gov/vuln/detail/CVE-2023-7024"
CVE-2023-49897,FXC,"AE1021, AE1021PE","FXC AE1021, AE1021PE OS Command Injection Vulnerability",2023-12-21,2024-01-11,https://www.fxc.jp/news/20231206 ;  https://nvd.nist.gov/vuln/detail/CVE-2023-49897
CVE-2023-47565,QNAP,VioStor NVR,QNAP VioStor NVR OS Command Injection Vulnerability,2023-12-21,2024-01-11,https://www.qnap.com/en/security-advisory/qsa-23-48 ;  https://nvd.nist.gov/vuln/detail/CVE-2023-47565
CVE-2023-6448,Unitronics,Vision PLC and HMI,Unitronics Vision PLC and HMI Insecure Default Password Vulnerability,2023-12-11,2023-12-18,"Note that while it is possible to change the default password, implementors are encouraged to remove affected controllers from public networks and update the affected firmware: https://downloads.unitronicsplc.com/Sites/plc/Technical_Library/Unitronics-Cybersecurity-Advisory-2023-001-CVE-2023-6448.pdf;   https://nvd.nist.gov/vuln/detail/CVE-2023-6448"
CVE-2023-41266,Qlik,Sense,Qlik Sense Path Traversal Vulnerability,2023-12-07,2023-12-28,https://community.qlik.com/t5/Official-Support-Articles/Critical-Security-fixes-for-Qlik-Sense-Enterprise-for-Windows/ta-p/2110801  ;  https://nvd.nist.gov/vuln/detail/CVE-2023-41266
CVE-2023-41265,Qlik,Sense,Qlik Sense HTTP Tunneling Vulnerability,2023-12-07,2023-12-28,https://community.qlik.com/t5/Official-Support-Articles/Critical-Security-fixes-for-Qlik-Sense-Enterprise-for-Windows/ta-p/2110801;  https://nvd.nist.gov/vuln/detail/CVE-2023-41265
CVE-2023-33107,Qualcomm,Multiple Chipsets,Qualcomm Multiple Chipsets Integer Overflow Vulnerability,2023-12-05,2023-12-26,"This vulnerability affects a common open-source component, third-party library, or a protocol used by different products. Please check with specific vendors for information on patching status. For more information, please see: https://git.codelinaro.org/clo/la/kernel/msm-4.19/-/commit/d66b799c804083ea5226cfffac6d6c4e7ad4968b;  https://nvd.nist.gov/vuln/detail/CVE-2023-33107"
CVE-2023-33106,Qualcomm,Multiple Chipsets,Qualcomm Multiple Chipsets Use of Out-of-Range Pointer Offset Vulnerability,2023-12-05,2023-12-26,"This vulnerability affects a common open-source component, third-party library, or a protocol used by different products. Please check with specific vendors for information on patching status. For more information, please see: https://git.codelinaro.org/clo/la/kernel/msm-4.19/-/commit/1e46e81dbeb69aafd5842ce779f07e617680fd58;  https://nvd.nist.gov/vuln/detail/CVE-2023-33106"
CVE-2023-33063,Qualcomm,Multiple Chipsets,Qualcomm Multiple Chipsets Use-After-Free Vulnerability,2023-12-05,2023-12-26,"This vulnerability affects a common open-source component, third-party library, or a protocol used by different products. Please check with specific vendors for information on patching status. For more information, please see: https://git.codelinaro.org/clo/la/kernel/msm-5.15/-/commit/2643808ddbedfaabbb334741873fb2857f78188a, https://git.codelinaro.org/clo/la/kernel/msm-4.14/-/commit/d43222efda5a01c9804d74a541e3c1be9b7fe110;  https://nvd.nist.gov/vuln/detail/CVE-2023-33063"
CVE-2022-22071,Qualcomm,Multiple Chipsets,Qualcomm Multiple Chipsets Use-After-Free Vulnerability,2023-12-05,2023-12-26,"This vulnerability affects a common open-source component, third-party library, or a protocol used by different products. Please check with specific vendors for information on patching status. For more information, please see: https://git.codelinaro.org/clo/la/kernel/msm-5.4/-/commit/586840fde350d7b8563df9889c8ce397e2c20dda;  https://nvd.nist.gov/vuln/detail/CVE-2022-22071"
CVE-2023-42917,Apple,Multiple Products,Apple Multiple Products WebKit Memory Corruption Vulnerability,2023-12-04,2023-12-25,"https://support.apple.com/en-us/HT214031, https://support.apple.com/en-us/HT214032, https://support.apple.com/en-us/HT214033 ;  https://nvd.nist.gov/vuln/detail/CVE-2023-42917"
CVE-2023-42916,Apple,Multiple Products,Apple Multiple Products WebKit Out-of-Bounds Read Vulnerability,2023-12-04,2023-12-25,"https://support.apple.com/en-us/HT214031, https://support.apple.com/en-us/HT214032, https://support.apple.com/en-us/HT214033 ;  https://nvd.nist.gov/vuln/detail/CVE-2023-42916"
CVE-2023-6345,Google,Chromium Skia,Google Skia Integer Overflow Vulnerability,2023-11-30,2023-12-21,"This vulnerability affects a common open-source component, third-party library, or a protocol used by different products. Please check with specific vendors for information on patching status. For more information, please see: https://chromereleases.googleblog.com/2023/11/stable-channel-update-for-desktop_28.html ;  https://nvd.nist.gov/vuln/detail/CVE-2023-6345"
CVE-2023-49103,ownCloud,ownCloud graphapi,ownCloud graphapi Information Disclosure Vulnerability,2023-11-30,2023-12-21,https://owncloud.com/security-advisories/disclosure-of-sensitive-credentials-and-configuration-in-containerized-deployments/ ;  https://nvd.nist.gov/vuln/detail/CVE-2023-49103
CVE-2023-4911,GNU,GNU C Library,GNU C Library Buffer Overflow Vulnerability,2023-11-21,2023-12-12,"This vulnerability affects a common open-source component, third-party library, or a protocol used by different products. Please check with specific vendors for information on patching status. For more information, please see: https://sourceware.org/git/?p=glibc.git;a=commitdiff;h=1056e5b4c3f2d90ed2b4a55f96add28da2f4c8fa, https://access.redhat.com/security/cve/cve-2023-4911, https://www.debian.org/security/2023/dsa-5514 ; https://nvd.nist.gov/vuln/detail/CVE-2023-4911  "
CVE-2023-36584,Microsoft,Windows,Microsoft Windows Mark of the Web (MOTW) Security Feature Bypass Vulnerability,2023-11-16,2023-12-07,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36584 ;  https://nvd.nist.gov/vuln/detail/CVE-2023-36584
CVE-2023-1671,Sophos,Web Appliance,Sophos Web Appliance Command Injection Vulnerability,2023-11-16,2023-12-07,https://www.sophos.com/en-us/security-advisories/sophos-sa-20230404-swa-rce;  https://nvd.nist.gov/vuln/detail/CVE-2023-1671
CVE-2020-2551,Oracle,Fusion Middleware,Oracle Fusion Middleware Unspecified Vulnerability,2023-11-16,2023-12-07,https://www.oracle.com/security-alerts/cpujan2020.html; https://nvd.nist.gov/vuln/detail/CVE-2020-2551
CVE-2023-36033,Microsoft,Windows,Microsoft Windows Desktop Window Manager (DWM) Core Library Privilege Escalation Vulnerability,2023-11-14,2023-12-05,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2023-36033 ;  https://nvd.nist.gov/vuln/detail/CVE-2023-36033
CVE-2023-36025,Microsoft,Windows,Microsoft Windows SmartScreen Security Feature Bypass Vulnerability,2023-11-14,2023-12-05,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2023-36025;  https://nvd.nist.gov/vuln/detail/CVE-2023-36025
CVE-2023-36036,Microsoft,Windows,Microsoft Windows Cloud Files Mini Filter Driver Privilege Escalation Vulnerability,2023-11-14,2023-12-05,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2023-36036 ;  https://nvd.nist.gov/vuln/detail/CVE-2023-36036
CVE-2023-47246,SysAid,SysAid Server,SysAid Server Path Traversal Vulnerability,2023-11-13,2023-12-04,https://www.sysaid.com/blog/service-desk/on-premise-software-security-vulnerability-notification; https://nvd.nist.gov/vuln/detail/CVE-2023-47246
CVE-2023-36844,Juniper,Junos OS,Juniper Junos OS EX Series PHP External Variable Modification Vulnerability,2023-11-13,2023-11-17,https://supportportal.juniper.net/s/article/2023-08-Out-of-Cycle-Security-Bulletin-Junos-OS-SRX-Series-and-EX-Series-Multiple-vulnerabilities-in-J-Web-can-be-combined-to-allow-a-preAuth-Remote-Code-Execution?language=en_US ;  https://nvd.nist.gov/vuln/detail/CVE-2023-36844
CVE-2023-36845,Juniper,Junos OS,Juniper Junos OS EX Series and SRX Series PHP External Variable Modification Vulnerability,2023-11-13,2023-11-17,https://supportportal.juniper.net/s/article/2023-08-Out-of-Cycle-Security-Bulletin-Junos-OS-SRX-Series-and-EX-Series-Multiple-vulnerabilities-in-J-Web-can-be-combined-to-allow-a-preAuth-Remote-Code-Execution?language=en_US ;  https://nvd.nist.gov/vuln/detail/CVE-2023-36845
CVE-2023-36846,Juniper,Junos OS,Juniper Junos OS SRX Series Missing Authentication for Critical Function Vulnerability,2023-11-13,2023-11-17,https://supportportal.juniper.net/s/article/2023-08-Out-of-Cycle-Security-Bulletin-Junos-OS-SRX-Series-and-EX-Series-Multiple-vulnerabilities-in-J-Web-can-be-combined-to-allow-a-preAuth-Remote-Code-Execution?language=en_US ;  https://nvd.nist.gov/vuln/detail/CVE-2023-36846
